Name,Typ Einträge,AI assist
Gemeinnützige Baugenossenschaft Richterswil - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Mietdauer ist grundsätzlich unbefristet, solange die Belegungsvorschriften eingehalten werden und keine Gründe für eine Kündigung vorliegen.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Vermietungsrichtlinien nicht verwendet.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Dazu findet sich in den Vermietungsrichtlinien nichts.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
- Bei Unter- oder Überbelegung muss dies gemeldet und ein Gesuch für einen Wohnungswechsel eingereicht werden. Wird ein Ersatzangebot abgelehnt, kann die Wohnung gekündigt werden. Wird die Meldung unterlassen, kann das Mietverhältnis auf den nächsten ordentlichen Kündigungstermin gekündigt werden.
- Bei Untermiete: Wird nach Ablauf eines Jahres die Wohnung nicht wieder von der Hauptmieterin übernommen oder gekündigt, kann das Mietverhältnis ausserordentlich gekündigt werden.
- Bei Haustieren: Werden Auflagen zur Haustierhaltung nicht eingehalten, kann das Halten des Tieres untersagt werden, aber nicht explizit die Wohnung gekündigt.

Wird ein Ersatz angeboten?
Bei Unter- oder Überbelegung versucht die Vermietungs- und Betriebskommission innerhalb eines Jahres ein Ersatzangebot oder eine andere Lösung anzubieten. Wird kein Ersatzangebot gefunden, kann die Frist verlängert werden. Wird ein Ersatzangebot abgelehnt, erfolgt die Kündigung der Wohnung."
Gemeinnützige Baugenossenschaft Richterswil - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Die Statuten enthalten keine explizite zeitliche Begrenzung für die Mitgliedschaft in der Genossenschaft oder für das Wohnrecht in einer Wohnung.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, insbesondere bei:
  - Verletzung des Mietvertrags, insbesondere bei Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes nach Art. 257d OR, 257f OR, 266g OR und 266h OR
  - Verletzung von Bestimmungen der Wohnbauförderung, aufgrund derer das Mietverhältnis gekündigt werden muss, sofern kein zumutbares Umsiedlungsangebot gemacht werden kann oder ein solches abgelehnt worden ist.
Dem Ausschluss hat eine entsprechende Mahnung vorauszugehen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ein Ausschlussgrund ist die Verletzung des Mietvertrags, insbesondere bei Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes nach den genannten Artikeln des Obligationenrechts (OR). Dies kann zur Kündigung des Mietverhältnisses führen.

- Wird ein Ersatz angeboten?
Ein Ersatz (zumutbares Umsiedlungsangebot) muss angeboten werden, wenn das Mietverhältnis wegen Verletzung von Bestimmungen der Wohnbauförderung gekündigt werden muss. Wird ein solches Angebot abgelehnt, kann der Ausschluss erfolgen."
Baugenossenschaft Luegisland - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Die Mitgliedschaft erlischt durch Auszug, Austritt, Tod oder Ausschluss. Die Miete einer Wohnung setzt in der Regel die Mitgliedschaft voraus.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird von ""Mitgliedschaft"" und ""Miete von Räumlichkeiten"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Generalversammlung oder des Vorstandes
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung oder fehlender zivilrechtlicher Wohnsitz dort
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Verletzung des Mietvertrags, insbesondere bei ausserordentlichen mietrechtlichen Kündigungsgründen (Art. 257d, 257f, 266g, 266h OR)
  - Verletzung von Subventionsvorschriften

Vor dem Ausschluss muss in der Regel eine Mahnung erfolgen, außer sie ist nutzlos oder es liegt ein schwerwiegender Fall vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft kann auch zur Kündigung des Mietverhältnisses führen, insbesondere bei Verletzung des Mietvertrags oder der Statuten.

- Wird ein Ersatz angeboten?
Im Falle von Scheidung oder Trennung kann der ausgeschlossene Partner eine andere, seinen Verhältnissen angemessene Wohnung in der Genossenschaft mieten, sofern eine solche zur Verfügung steht und keine schwerwiegenden Gründe dagegen sprechen. Ein genereller Anspruch auf Ersatzwohnung besteht nicht, aber es kann eine angeboten werden, wenn verfügbar."
Baugenossenschaft Kyburg - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Dauer ist unbeschränkt, solange keine Ausschluss- oder Kündigungsgründe vorliegen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet. Es wird von Mitgliedschaft und Mietverhältnis gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn es seine Pflichten als Mitglied oder Mieter grob verletzt. Der Ausschluss kann insbesondere auf den in Art. 30 genannten Gründen erfolgen (z.B. Verletzung von Belegungsvorschriften, übermässige Untermiete, Zweckentfremdung, Verletzung mietvertraglicher Pflichten, Zahlungsrückstand, Schädigung der Genossenschaft, Verletzung von Subventionsbestimmungen).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Der Mietvertrag darf von der Genossenschaft nur in Verbindung mit dem Ausschluss und nur bei Vorliegen bestimmter Kündigungsgründe gekündigt werden (siehe oben, Art. 30). Dazu zählen u.a. dauerhafte Unterbelegung, übermässige Untermiete, Nichtbewohnen, Zweckentfremdung, Verletzung mietvertraglicher Pflichten, Tod des Mieters ohne Übernahme durch berechtigte Personen, Verletzung von Subventionsbestimmungen.

- Wird ein Ersatz angeboten?
Es gibt keinen Anspruch auf eine Ersatzwohnung. Ein Ersatz wird in den Statuten nicht erwähnt.

Quelle: https://bgkyburg.ch/wp-content/uploads/2025/05/BGK-Statuten-r2013.pdf"
Baugenossenschaft Im Michel - Vermietungsbestimmungen,Vermietungsbestimmungen,Ich kann leider nicht auf das PDF-Dokument zugreifen und somit keine Angaben zu den Vermietungsbestimmungen der Baugenossenschaft Im Michel machen.
Baugenossenschaft Heubach - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen, solange die Bedingungen eingehalten werden und keine Kündigung erfolgt. Kündigungen können von beiden Seiten unter Einhaltung der im Reglement festgelegten Fristen ausgesprochen werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird im Reglement nicht verwendet. Es wird allgemein von ""Mitgliedschaft"" und ""Mietverhältnis"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Werden die Bedingungen des Reglements nicht eingehalten, kann das Mitglied von der Genossenschaft ausgeschlossen und das Mietverhältnis gekündigt werden (Art. 10).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Nichteinhaltung der Bedingungen, Unter- oder Überbelegung (nach zweimaligem Angebot einer Ersatzwohnung bzw. bei Nichtannahme), Nichtzahlung des Unterbelegungszuschlags oder bei schwerwiegenden Verstößen gegen das Reglement kann das Mietverhältnis gekündigt werden (Art. 8, Art. 10).

- Wird ein Ersatz angeboten?
Bei Über- oder Unterbelegung wird dem Mieter zweimal schriftlich eine Ersatzwohnung angeboten. Bei Überbelegung ist der Mieter verpflichtet, das Angebot anzunehmen, sonst wird das Mietverhältnis gekündigt. Bei Unterbelegung kann nach maximal drei Jahren mit Unterbelegungszuschlag ebenfalls gekündigt werden, wenn keine Ersatzwohnung angenommen wird. Die Ersatzwohnung muss zumutbar sein (gleiche Genossenschaft, finanziell tragbar, sozial vertretbar)."
Baugenossenschaft Heubach - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Die Statuten nennen keine zeitliche Begrenzung für die Mitgliedschaft oder das Mietverhältnis. Die Mitgliedschaft und das Wohnrecht bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von Mietverhältnis, Mitgliedschaft und der Pflicht, selber in der gemieteten Wohnung zu wohnen und dort zivilrechtlichen Wohnsitz zu haben (Art. 4 Abs. 4, Art. 11).

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen oder Schädigung der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung
  - Zweckentfremdung der Wohnung
  - Ablehnung eines zumutbaren Umsiedlungsangebots bei Unterbelegung oder Umbau/Abbruch
  - Missachtung von Statuten, Hausordnung oder Reglementen
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. Zahlungsverzug, schwere Vertragsverletzung)
  - Verletzung von Bestimmungen der Wohnbauförderung
Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, außer sie ist nutzlos oder es liegt ein schwerwiegender mietrechtlicher Grund vor (Art. 11).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft kann zur Kündigung des Mietvertrags führen. Gründe sind u.a. die oben genannten Ausschlussgründe (Art. 11).

- Wird ein Ersatz angeboten?
Bei Umbauten, Ersatzneubauten oder Unterbelegung wird nach Möglichkeit ein zumutbares Umsiedlungsobjekt angeboten (Art. 5 Abs. 3, Art. 11 Abs. 1 d/f/i). Bei Ablehnung eines zumutbaren Angebots kann ein Ausschluss erfolgen."
Baugenossenschaft Grafenwis - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet. Es wird von ""Mitgliedschaft"" und ""Mietvertrag"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn einer der folgenden Gründe vorliegt (Art. 11):
  - Verletzung der Mitgliedschaftspflichten, insbesondere der Treuepflicht oder Missachtung von Beschlüssen.
  - Nichtwohnen in der gemieteten Wohnung oder fehlender zivilrechtlicher Wohnsitz.
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung).
  - Missachtung der Regeln zur Untermiete.
  - Ablehnung eines zumutbaren Umsiedlungsangebotes bei Umbau/Abbruch.
  - Scheidung/Trennung, sofern im Reglement vorgesehen.
  - Mietrechtliche Gründe wie Zahlungsrückstand, schwere Pflichtverletzungen, Konkurs, etc.
  - Nichtzahlung des Anteilscheinkapitals nach zweimaliger Mahnung.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags erfolgt nach den mietrechtlichen Bestimmungen, insbesondere bei:
  - Zahlungsrückstand (nach Mahnung und Fristsetzung).
  - Verletzung der Sorgfaltspflicht oder Rücksichtnahme trotz Mahnung.
  - Schwere Pflichtverletzungen, Konkurs, oder andere wichtige Gründe gemäß OR.

- Wird ein Ersatz angeboten?
Bei Umbau oder Abbruch kann ein Mitglied ausgeschlossen werden, wenn es ein zumutbares Umsiedlungsangebot ablehnt. Ein Ersatz wird also angeboten, sofern ein zumutbares Angebot gemacht wird."
Baugenossenschaft Grafenwis - Vermietungsbestimmungen,Vermietungsbestimmungen,"Im Reglement der Baugenossenschaft Grafenwis Greifensee finden sich zu deinen Fragen folgende Informationen:

Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
- Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Vermietung erfolgt an Mitglieder der Genossenschaft, und das Mietverhältnis besteht, solange die Mitgliedschaft und die Mietbedingungen erfüllt sind.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
- Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird im Reglement nicht verwendet. Es wird allgemein von der ""Miete einer Wohneinheit"" für Mitglieder gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
- Das Reglement selbst enthält keine detaillierten Ausschlussgründe aus der Genossenschaft. Es verweist für die Mitgliedschaft und Aufnahme neuer Mitglieder auf die Statuten (Art. 7 der Statuten vom September 2014). Ausschlussgründe wären dort geregelt, sind aber im vorliegenden Reglement nicht aufgeführt.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
- Das Reglement enthält keine expliziten Angaben zu Kündigungs- oder Ausschlussgründen aus einer Wohnung. Es wird jedoch festgehalten, dass die Wohneinheit vom Mieter und seinen Familienangehörigen persönlich zu bewohnen ist und Untermiete nur mit schriftlicher Genehmigung des Vorstands erlaubt ist. Verstöße gegen diese oder andere Bestimmungen könnten zu einer Kündigung führen, werden aber nicht konkretisiert.

Wird ein Ersatz angeboten?
- Es gibt keine Regelung im Reglement, die einen Anspruch auf eine Ersatzwohnung vorsieht, falls jemand aus einer Wohnung ausziehen muss.

Quelle: https://bgg-greifensee.ch/.cm4all/uproc.php/0/Reglement%20Statuten/Reglement-20180831.pdf?cdp=a&_=171f5772370"
Frohes Wohnen - Vermietungsbestimmungen,Vermietungsbestimmungen,Ich kann das PDF-Dokument unter dem angegebenen Link leider nicht öffnen und somit keine Informationen aus den Vermietungsbestimmungen der Genossenschaft Frohes Wohnen entnehmen.
Frohes Wohnen - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"" und ""Mietverhältnis"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung oder Zweckentfremdung der Wohnung
  - Missachtung der Statuten oder des Vermietungsreglements
  - Ablehnung eines zumutbaren Umsiedlungsangebots bei Unterbelegung oder Umbau/Abbruch
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. gemäss Art. 257d, 257f, 266g, 266h OR)
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein Umsiedlungsangebot gemacht werden kann oder ein solches abgelehnt wurde

Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, ausser diese ist nutzlos oder es liegt ein schwerwiegender mietrechtlicher Grund vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft ist in der Regel mit der Kündigung des Mietvertrags verbunden. Gründe können u.a. sein: Verstoss gegen die Statuten, Unterbelegung, Ablehnung eines zumutbaren Umsiedlungsangebots, schwerwiegende Verletzung des Mietvertrags.

- Wird ein Ersatz angeboten?
Bei umfassenden Renovationen und Ersatzneubauten wird nach Möglichkeit mindestens ein Umsiedlungsobjekt angeboten. Bei Unterbelegung oder Umbau/Abbruch muss ein zumutbares Umsiedlungsangebot gemacht werden, bevor ein Ausschluss oder eine Kündigung erfolgt."
Baugenossenschaft Eidgen. Beamter - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht; die Genossenschaft ist auf unbeschränkte Dauer gegründet. Die Mitgliedschaft erlischt durch Austritt, Ausschluss oder Tod. Der Austritt ist schriftlich auf Ende des Geschäftsjahres mit einjähriger Kündigungsfrist möglich, bei Kündigung des Mietvertrags auf Ende der mietrechtlichen Kündigungsfrist. Die Miete einer Wohnung setzt die Mitgliedschaft voraus.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von ""Mitgliedschaft"" und ""Miete einer Genossenschaftswohnung"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn es seinen Pflichten als Mitglied oder Mieter nicht nachkommt oder den Interessen der Genossenschaft zuwiderhandelt. Der Ausschluss erfolgt durch Vorstandsbeschluss mit Begründung und Kündigung des Mietvertrags. Das Mitglied kann innert 30 Tagen Berufung an die Generalversammlung einlegen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Der Mietvertrag kann von der Genossenschaft nur in Verbindung mit dem Ausschluss und in folgenden Fällen gekündigt werden:
  - Ausserordentliche Gründe gemäss Mietrecht (z.B. wiederholte Pflichtverletzung trotz Mahnung, Zahlungsrückstand, wichtige Gründe gemäss OR)
  - Ordentliche Kündigung bei unzulässiger Untermiete, wenn die Wohnung nicht dauernd selbst bewohnt wird oder bei Zweckentfremdung (z.B. überwiegende geschäftliche Nutzung).

- Wird ein Ersatz angeboten?
Dazu findet sich in den Statuten keine Angabe."
Baugenossenschaft Dietlikon-Brüttisellen - Statuten,Statuten,"'- Es gibt keine zeitliche Begrenzung, wie lange man in der Genossenschaft oder in einer Wohnung bleiben darf. Die Genossenschaft ist auf unbeschränkte Dauer gegründet, und es gibt keine Angaben zu einer maximalen Aufenthaltsdauer.
- Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet. Es wird aber festgehalten, dass Mitglieder verpflichtet sind, selber in der gemieteten Wohnung zu wohnen und dort zivilrechtlichen oder amtlich gemeldeten Wohnsitz zu haben.
- Ein Mitglied kann aus der Genossenschaft ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, insbesondere bei:
  - Verletzung der Mitgliedschaftspflichten, Missachtung von Beschlüssen, vorsätzlicher Schädigung der Genossenschaft,
  - Missachtung der Pflicht, selber in der Wohnung zu wohnen,
  - Zweckentfremdung der Wohnung,
  - Missachtung der Statuten und Reglemente,
  - Ablehnung eines Umsiedlungsangebotes,
  - Vorliegen eines mietrechtlichen Kündigungsgrundes (z.B. nach Art. 257d, 257f, 266g, 266h OR oder anderer Vertragsverletzungen).
- Ein Ausschluss aus der Wohnung (Kündigung des Mietvertrags) ist nur bei Vorliegen eines mietrechtlichen Kündigungsgrundes möglich, der auch zum Ausschluss aus der Genossenschaft führt.
- Bei umfassenden Renovationen und Ersatzneubauten wird nach Möglichkeit ein Umsiedlungsobjekt angeboten. Bei Ablehnung eines solchen Angebots kann dies zum Ausschluss führen.

Quelle: Statuten Baugenossenschaft Dietlikon-Brüttisellen, Ausgabe 2018, insbesondere Art. 4, 8, 12."
Baugenossenschaft Alpenblick - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Das Mietverhältnis besteht, solange die Belegungsbestimmungen eingehalten werden und keine Ausschlussgründe vorliegen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird im Reglement nicht verwendet. Es wird allgemein von Mietverhältnis und Genossenschaftsmitgliedschaft gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft erfolgt insbesondere, wenn:
  - Bei Unterbelegung einer Wohnung zwei zumutbare Ersatzwohnungsangebote abgelehnt werden.
  - Der Unterbelegungszuschlag nicht bezahlt wird.
  - Weitere Gründe sind im Reglement nicht explizit genannt, es wird aber auf die Statuten verwiesen (Art. 11f).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Eine Kündigung der Wohnung erfolgt zusammen mit dem Ausschluss aus der Genossenschaft, wenn die oben genannten Bedingungen (z.B. Ablehnung von Ersatzwohnungen oder Nichtzahlung des Zuschlags) erfüllt sind.

- Wird ein Ersatz angeboten?
Ja, bei Unterbelegung wird eine zumutbare Ersatzwohnung angeboten. Wird auch das zweite Angebot abgelehnt, erfolgt der Ausschluss und die Kündigung der Wohnung.

Quelle: https://www.baugenossenschaft-alpenblick.ch/s/BAZ-Reglement-Vermietung_2024-lgdt.pdf"
Baugenossenschaft Alpenblick - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht in der Genossenschaft. Die Genossenschaft besteht auf unbeschränkte Zeitdauer. Die Mitgliedschaft und das Mietverhältnis enden durch Austritt, Ableben, Scheidung, Wegzug oder Ausschluss (Art. 11).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von ""Mitgliedschaft"" und ""Mietverhältnis"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn es seine Pflichten als Mitglied oder als Mieter der Genossenschaft grob verletzt (Art. 11f). Der Ausschluss erfolgt durch den Vorstand. Das ausgeschlossene Mitglied kann innert 30 Tagen an die Generalversammlung rekurrieren und danach innert 3 Monaten den öffentlichen Richter anrufen. Während des Verfahrens ruhen die Mitgliedschaftsrechte, aber das Verteidigungsrecht bleibt bestehen. Die Kündigung des Mietvertrags wird durch den Rekurs nicht aufgehoben.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Ausschluss aus der Genossenschaft erfolgt gleichzeitig die Kündigung des Mietverhältnisses auf den nächstmöglichen Termin (Art. 11f).

- Wird ein Ersatz angeboten?
Dazu findet sich in den Statuten keine Angabe."
Ufdorf - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
- Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen eingehalten werden.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
- Es wird von ""Mitgliedschaft"" in der Genossenschaft und von ""Mietverhältnis"" gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
- Ein Ausschluss aus der Genossenschaft kann erfolgen, wenn ein Mitglied gegen die Statuten oder die Interessen der Genossenschaft verstößt oder seinen Verpflichtungen nicht nachkommt.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
- Eine Kündigung des Mietverhältnisses kann erfolgen, wenn der Mieter gegen die Hausordnung oder die Mietbedingungen verstößt, insbesondere bei Zahlungsverzug oder groben Pflichtverletzungen.

Wird ein Ersatz angeboten?
- Es gibt keinen Hinweis darauf, dass im Falle eines Ausschlusses oder einer Kündigung ein Ersatz angeboten wird."
Ufdorf - Vermietungsbestimmungen,Vermietungsbestimmungen,"Im PDF der Vermietungsbestimmungen der Genossenschaft Ufdorf sind keine Informationen zu den gestellten Fragen enthalten. Es finden sich keine Angaben zur maximalen Aufenthaltsdauer, spezifischen Bezeichnungen wie Bleiberecht oder Wohnrecht, Voraussetzungen für einen Ausschluss aus der Genossenschaft oder für eine Kündigung der Wohnung, sowie zu einem möglichen Ersatzangebot."
