Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Vermietungsbestimmungen
Linth Escher - Vermietungsbestimmungen,https://www.linthescher.ch/fileadmin/user_upload/Download_Dokumente/Vermietungsreglement.pdf,Linth Escher,Vermietungsbestimmungen,PDF,"Zwingend
- Belegungsvorschriften: Die Anzahl Personen muss zur Anzahl Zimmer passen (Anzahl Zimmer minus 1 = Anzahl Personen). Nur Personen mit dauerhaftem Wohnsitz und Anmeldung bei der Genossenschaft zählen.
- Zivil- und steuerrechtlicher Wohnsitz: Die Bewohner müssen ihren Hauptwohnsitz in der Wohnung haben.
- Keine Zweitwohnsitze (ausser bei in Ausbildung stehenden Personen).
- Mietverträge werden nur auf natürliche Personen ausgestellt.
- Die Mieterschaft muss wesentliche Änderungen (z.B. Zu- und Wegzüge) unaufgefordert melden.
- Bei Verletzung der Auskunftspflicht oder Täuschung kann das Mietverhältnis gekündigt werden.
- Die Kriterien des Reglements müssen während der gesamten Mietdauer eingehalten werden.

Bevorzugend
- Umsiedlung von Genossenschaftern wegen Bauvorhaben.
- Wohnungswechsel von Genossenschaftern bei Unter- oder Überbelegung.
- Familiärer Bezug zur Genossenschaft (z.B. Kinder von Genossenschaftern).
- Freiwillige Umsiedlungswünsche von Genossenschaftern nach mindestens fünf Jahren Mietdauer.
- Wirtschaftliche Verhältnisse: Personen mit knappen finanziellen Verhältnissen werden nicht benachteiligt.
- Soziale Durchmischung und Quartierbezug: Ein bereits bestehender Bezug zum Quartier wird positiv berücksichtigt.
- Gutes Zahlungsverhalten.
- Dringlichkeit: Notsituationen werden berücksichtigt.
- Fähigkeit und Wille zum nachbarschaftlichen Zusammenleben.

Änderungen
- Werden die Kriterien (z.B. Belegungsvorschriften) nicht mehr eingehalten, kann die Genossenschaft einen Umzug in eine angemessene Ersatzwohnung verlangen und bei Verweigerung das Mietverhältnis kündigen.
- Bei Unterbelegung infolge Todesfall oder Trennung/Scheidung gilt eine Wartefrist von 3 Jahren.
- Die Mieterschaft ist verpflichtet, Änderungen (z.B. Kinder ziehen aus) zu melden."
Kleeweid - Vermietungsbestimmungen,https://cdn.prod.website-files.com/60b6254314ecff658ec3e62f/616041dd3bccf513874e896e_BGK_Reglement_rgb_ds-web_2021-04-12.pdf,Kleeweid,Vermietungsbestimmungen,PDF,"Zwingend
- Nur Genossenschafter dürfen Mieter sein (Ausnahme: befristete Mietverträge).
- Beim Bezug eines Mietobjekts darf die Zahl der Bewohner die Zahl der vorhandenen Zimmer um höchstens eins unterschreiten. Kinder, deren Geburt bevorsteht, werden mitgezählt. Ebenso im gemeinsamen Haushalt lebende nahe Verwandte (Eltern, Geschwister).
- Pro Mietobjekt sind höchstens zwei volljährige Personen stimmberechtigt.
- Alle Genossenschafter müssen eine von der Wohnungsgrösse abhängige Anzahl von Pflicht-Anteilscheinen übernehmen.
- Unterbesetzung (z.B. 1 Person in 4-Zimmer-Wohnung, 2 Personen in 5-Zimmer-Wohnung oder grösser) ist zu melden. Bei Unterlassung kann der Vorstand das Mitglied ausschliessen und das Mietverhältnis kündigen.

Bevorzugend
- Kinder, deren Geburt bevorsteht, werden bei der Mindestbelegung mitgezählt (Familien werden also bevorzugt).
- Im Solidaritätsfonds: Anspruch auf Mietzinsverbilligung haben Mieter, die vor Bezug der jetzigen Wohnung mindestens 5 Jahre Mieter einer anderen Wohnung der Genossenschaft waren (langjährige Mitglieder werden bevorzugt).
- Anspruch auf Mietzinsverbilligung besteht, wenn das Reineinkommen geringer ist als das Dreifache des vertraglichen Mietzinses (Personen mit geringerem Einkommen werden bevorzugt für Verbilligungen).

Änderungen
- Bei Unterbesetzung (z.B. Kinder ziehen aus): Der Vorstand kann zur Umsiedlung in eine kleinere Wohnung auffordern. Nach zweimaliger Aufforderung kann der Mietvertrag gekündigt werden. Nach 18 Monaten Unterbesetzung kann ein Mietzinsaufschlag verlangt werden.
- Änderungen beim Einkommen oder Vermögen müssen gemeldet werden, wenn Mietzinsverbilligung bezogen wird. Die Beiträge werden dann angepasst. Unrechtmässig bezogene Beiträge können zurückgefordert werden.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Staatsbürgerschaft, Anstellungsverhältnis werden im Reglement nicht explizit als zwingende oder bevorzugende Aufnahmekriterien genannt."
Kleeweid - Vermietungsbestimmungen,https://cdn.prod.website-files.com/60b6254314ecff658ec3e62f/62812188834cf69996f02746_kleeweid_Vermietungsrichtlinien_2019.pdf,Kleeweid,Vermietungsbestimmungen,PDF,"Zwingend
- Das monatliche Nettoeinkommen aller Bewohner darf das Sechsfache des Monatsmietzinses nicht übersteigen (Erwerbseinkommen Auszubildender wird nicht mitgerechnet).
- Das steuerbare Vermögen aller Bewohner darf CHF 200’000 nicht übersteigen.
- Keiner der Bewohner darf über Wohneigentum verfügen, das dauerhaft an Drittpersonen vermietet ist.
- Die Belegungsvorschriften gemäss Statuten und Reglement müssen eingehalten werden.
- Innerhalb eines Familienverbundes (Verwandte ersten Grades) dürfen maximal vier Wohnungen gemietet werden.
- Bei Untermiete: Mindestbelegung muss auch bei Untervermietung erfüllt sein; Untervermietung auf AirBnB oder ähnlichen Plattformen ist verboten und führt zur sofortigen Kündigung.

Bevorzugend
- Interne Umsiedlungen aufgrund von Bauvorhaben werden bevorzugt.
- Interne Wohnungswechsel aufgrund der Belegungsvorschriften werden bevorzugt.
- Interne Bewerber/Genossenschafterinnen werden vor übrigen Bewerbern bevorzugt.
- Die Vermietungskommission soll auch Neuzuzügern den Eintritt ermöglichen.
- Wechsel in eine kleinere Wohnung wird bevorzugt, wenn die Belegungsvorschriften erfüllt sind.

Änderungen
- In begründeten Fällen kann der Gesamtvorstand von den Bestimmungen (Einkommen, Vermögen) abweichen.
- Bei internen Wechseln gelten die Belegungsvorschriften weiterhin.
- Ein Wechsel innerhalb der Genossenschaft ist frühestens 5 Jahre nach Bezug möglich.
- Bei Trennungen/Scheidungen kann der ausziehende Partner höchstens eine 2.5-Zimmerwohnung mieten, sofern vorhanden, aber ohne Anspruch.
- Bei Untermiete, die länger als 6 Monate dauert oder bei Verstoß gegen die Regeln (z.B. AirBnB), kann ein Ausschluss aus der Genossenschaft und Kündigung erfolgen.

Weitere Kriterien wie Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden nicht explizit genannt."
BIG | Im Gut - Vermietungsbestimmungen,https://www.baugig.ch/home/download::20220126-101110-Vermietungsreglement.pdf,BIG | Im Gut,Vermietungsbestimmungen,PDF,"Zwingend
- Übernahme mindestens eines Genossenschaftsanteils und Bezahlung der Eintrittsgebühr (max. CHF 150.00)
- Aufnahme als Mitglied durch Vorstandsbeschluss nach schriftlichem Beitrittsgesuch
- Für ausländische Staatsangehörige: Einhaltung der Einschränkungen gemäss Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland
- Pro Wohnungsobjekt kann nur eine Person Mitglied werden
- Einzahlung des vollen Anteilscheinkapitals (Ratenzahlung möglich)
- Für subventionierte Wohnungen: Einhaltung der Reglemente der Stadt Zürich
- Bei Unterbelegung (zwei oder mehr überzählige Zimmer): Annahme eines Angebots zur Umsiedlung oder Kündigung nach Ablauf der Frist

Bevorzugend
- Berücksichtigung der Durchmischung der Bevölkerungskreise
- Familien, Behinderte und Betagte werden besonders berücksichtigt
- Belegung der Wohnungen nach Anzahl Personen (z.B. 3-Zimmerwohnung: in der Regel 2 und mehr Personen)
- Einkommen und familiäre Situation können bei der Auswahl berücksichtigt werden (Auskünfte werden verlangt)
- Härtefälle und Ausnahmen können bevorzugt behandelt werden

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus): Angebot zur Umsiedlung in eine kleinere Wohnung, bei Ablehnung Kündigung und möglicher Ausschluss aus der Genossenschaft nach Ablauf der Frist
- Bei familiären Veränderungen (z.B. Kinderzuwachs): Umsiedlung in eine grössere Wohnung kann beantragt werden
- Keine expliziten Angaben zu Änderungen bei steigendem Einkommen, ausser für subventionierte Wohnungen (dort gelten die städtischen Reglemente)

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Anstellungsverhältnis oder Staatsbürgerschaft (ausser Einschränkungen für Ausländer) werden nicht explizit als zwingend oder bevorzugend genannt."
bhz - Vermietungsbestimmungen,https://www.bg-halde.ch/fileadmin/Dokumente/Reglemente_2024/bhz_Vermietungsrichtlinien_2024.pdf,bhz,Vermietungsbestimmungen,PDF,"Zwingend
- Mindestbelegung: Die Anzahl Personen muss zur Wohnungsgrösse passen (z.B. 3 Personen für eine 4-Zimmerwohnung). Bei Unterbelegung (zu wenig Personen) muss in eine kleinere Wohnung gewechselt werden, sonst droht der Ausschluss aus der Genossenschaft.
- Maximalbelegung: Die maximale Personenzahl pro Wohnung darf nicht überschritten werden. Bei Überbelegung kann der Ausschluss aus der Genossenschaft erfolgen.
- Keine Vermietung an Wochenaufenthalterinnen oder Wochenaufenthalter.
- Tragbarkeit der Miete muss gegeben sein.
- Bei Untermiete ohne Bewilligung oder bei Vermietung über Plattformen wie Airbnb erfolgt der Ausschluss.

Bevorzugend
- Umsiedlung von Genossenschaftsmitgliedern bei Abbruch einer Liegenschaft.
- Interne Wechsel aus familiären oder gesundheitlichen Gründen.
- Interne Wechsel, wenn Subventions- oder Belegungsbestimmungen nicht mehr erfüllt werden.
- Genossenschaftsmitglieder ohne Wohnung.
- Kinder von Genossenschaftsmitgliedern, die ausziehen oder zurückkehren.
- Familien mit Kindern haben bei Wohnungen ab 4 Zimmern Vorrang gegenüber Haushalten mit nur Erwachsenen.
- Personenzahl passend zur Wohnung.
- Deutschkenntnisse.
- Interesse am genossenschaftlichen Zusammenleben und Mitwirken.
- Umgänglichkeit (Erscheinung, Auftreten, Freundlichkeit, Unkompliziertheit, keine Tendenz zum ständigen Fordern).
- Allfällige Referenzen.
- Bezug zum Quartier.
- Ausgewogenheit im Haus/Quartier (Nationalitätenmix, Familienstand, soziale Durchmischung).

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus): Pflicht zur Meldung innert 3 Monaten, Wechsel in kleinere Wohnung, sonst Ausschluss. Während der Unterbelegung ist ein monatlicher Beitrag zu zahlen.
- Bei Überbelegung (z.B. Geburt): Meldepflicht, Anpassung der Wohnsituation, sonst Ausschluss.
- Bei Wegfall der Kriterien (z.B. keine Tragbarkeit der Miete mehr): keine explizite Regelung gefunden.
- Bei subventionierten Wohnungen gelten die städtischen und kantonalen Reglemente.

Weitere Kriterien wie Lohnhöhe, Alter, Staatsbürgerschaft oder Anstellungsverhältnis werden nicht explizit genannt."
Hagenbrünneli - Vermietungsbestimmungen,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Vermietungsreglement-1.pdf,Hagenbrünneli,Vermietungsbestimmungen,PDF,"Zwingend
- Die Mindestbelegung muss eingehalten werden: Anzahl Personen + 2.5 = maximale Wohnungsgrösse. Wird diese Belegungsbestimmung bei Vertragsunterzeichnung durch falsche Angaben umgangen, kann der Vorstand das Mitglied ausschliessen und die Kündigung aussprechen.
- Der Mietzins darf maximal 30% des Einkommens betragen.
- Bei internen Wohnungswechseln wird nur bei positivem Mieterleumund zugestimmt.
- Die Untervermietung ist nur mit vorgängiger Zustimmung des Vorstandes zulässig.

Bevorzugend
- Interne Umsiedlung bei Wechsel einer unterbesetzten Wohnung, Familienzuwachs oder Verkleinerung der Familie.
- Angestellte der Genossenschaft und Mitglieder des Vorstandes.
- Personen, die in der Genossenschaft aufgewachsen sind.
- Familien mit Kindern und Alleinerziehende (insbesondere für familiengeeignete Wohnungen).
- Ehepaare und Lebenspartnerschaften.
- Einzelpersonen.
- Interne Umsiedlung in Wohnung gleicher Zimmerzahl (in gleicher Siedlung frühestens nach 10 Jahren Mietdauer, von Siedlung zu Siedlung nach 3 Jahren).
- Interne Umsiedlung in eine andere, grössere Wohnung frühestens nach 3 Jahren Mindestmietdauer.
- Mitwirkung in der Genossenschaft und Engagement im Quartier.
- Positive Referenzen.

Änderungen
- Wird die Mindestbelegung nachträglich nicht mehr erfüllt (z.B. durch Auszug von Kindern), kann eine interne Umsiedlung erfolgen.
- Bei Umgehung der Belegungsbestimmung durch falsche Angaben kann der Vorstand das Mitglied ausschliessen und die Kündigung aussprechen.
- Abweichungen von den Vermietungsgrundsätzen sind zu begründen und vom Vorstand zu genehmigen.

Weitere Kriterien wie Lohnhöhe, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingend oder bevorzugend genannt."
Glattal | bgz - Vermietungsbestimmungen,https://www.bg-glattal.ch/fileadmin/user_upload/Dokumente/Reglemente/Vermietungsreglement_2021.pdf,Glattal | bgz,Vermietungsbestimmungen,PDF,"Zwingend
- Mindestbelegung: Es müssen je nach Wohnungsgrösse eine bestimmte Anzahl Personen im Haushalt leben (z.B. 3 Personen für eine 4- bis 4½-Zimmerwohnung).
- Maximalbelegung: Die Anzahl Personen pro Wohnung darf bestimmte Grenzen nicht überschreiten (z.B. max. 6 Personen für eine 4- bis 4½-Zimmerwohnung).
- Bei subventionierten Wohnungen gelten die städtischen und kantonalen Reglemente.
- Bei Wohnungen für körperlich beeinträchtigte Personen muss eine Person im Haushalt einen entsprechenden Bedarf haben.
- Bei Unterbelegung (mehr als zwei überzählige Zimmer) muss die Wohnung nach spätestens zwei Jahren gewechselt werden, sonst erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses.
- Untermiete über Plattformen wie Airbnb ist strengstens untersagt und führt zum Ausschluss aus der Genossenschaft.

Bevorzugend
- Familien mit Kindern werden bei Wohnungen mit vier oder mehr Zimmern gegenüber Haushalten mit ausschliesslich Erwachsenen bevorzugt.
- Kinder von Genossenschaftsmitgliedern, die ausziehen möchten, werden bevorzugt.
- Interne Wechsel (z.B. aus familiären oder gesundheitlichen Gründen) werden bevorzugt behandelt.
- Bezug zum Quartier kann berücksichtigt werden.
- Ausländerausweis C für Bürger ausserhalb der EU/EFTA, Ausländerausweis B für EU/EFTA-Bürger wird berücksichtigt.
- Die Personenzahl, Tragbarkeit der Miete und allfällige Referenzen werden berücksichtigt.

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus): Die Mieterschaft muss dies melden und innerhalb von zwei Jahren in eine kleinere Wohnung wechseln, sonst erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses.
- Bei Wegfall des Bedarfs an einer Wohnung für körperlich beeinträchtigte Personen: Es gilt eine zweijährige Übergangsfrist, danach muss die Wohnung abgegeben werden, sonst erfolgt der Ausschluss.
- Bei Überbelegung (z.B. mehr Personen als erlaubt): Die zugezogenen Personen müssen ausziehen, sonst erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses.
- Bei Ablehnung von Ersatzwohnungsangeboten nach Unterbelegung oder Wegfall des Bedarfs: Ausschluss aus der Genossenschaft und Kündigung des Mietverhältnisses.

Weitere Kriterien wie Lohn, Alter, Staatsbürgerschaft, Anstellungsverhältnis oder Familienplanung werden im Reglement nicht explizit als zwingend genannt."
GISA - Vermietungsbestimmungen,https://www.bg-gisa.ch/files/Dateien/PDF/Reglemente/GISA_Reglement%20Vermietung.pdf,GISA,Vermietungsbestimmungen,PDF,"Zwingend
- Beitritt zur Genossenschaft ist in der Regel Voraussetzung für die Miete einer Wohnung oder eines Einfamilienhauses.
- Nur volljährige natürliche oder juristische Personen können Mitglied werden.
- Zahlung einer Aufnahmegebühr (max. CHF 500) und Einzahlung des erforderlichen Anteilscheinkapitals vor Schlüsselübergabe.
- Genossenschafter müssen selbst in der gemieteten Wohnung wohnen und dort ihren zivilrechtlichen Wohnsitz haben (Residenzpflicht).
- Mit Eigentümern von Wohnliegenschaften in der Stadt Zürich und angrenzenden Gemeinden werden in der Regel keine Mietverträge abgeschlossen.
- Für subventionierte Wohnungen müssen die Bedingungen des Subventionsgebers eingehalten werden.
- Belegungsvorschriften: Anzahl Personen + 2 = maximale Wohnungsgrösse (für subventionierte Wohnungen).
- Bei Verstössen gegen Auskunfts- und Mitwirkungspflicht oder bei Täuschung kann der Ausschluss erfolgen.

Bevorzugend
- Umsiedlung von Genossenschaftern aufgrund von Bauvorhaben oder Unter-/Überbelegung wird bevorzugt behandelt.
- Freiwillige Umsiedlungswünsche nach mindestens fünf Jahren Mietdauer werden bevorzugt.
- Bei Umbau/Ersatzneubau werden betroffene Genossenschafter bei der Erstvermietung bevorzugt, sofern sie die Richtlinien erfüllen.
- Für Nebenräume, Ateliers, Garagenplätze etc. werden Genossenschafter der entsprechenden Siedlung bevorzugt.

Änderungen
- Bei dauerhafter Unterbelegung wird eine zumutbare Ersatzwohnung angeboten; Ablehnung kann zu Mietzinszuschlag oder Kündigung führen.
- Änderungen wie Zivilstand, Geburten, Todesfälle oder Wohnungsbelegung müssen der Verwaltung gemeldet werden.
- Werden Belegungsbestimmungen durch falsche Angaben umgangen, kann die Kündigung ausgesprochen und das Mitglied ausgeschlossen werden.
- Bei Wegfall der Voraussetzungen für subventionierte Wohnungen (z.B. Überschreiten der Einkommensgrenze) gelten die Bedingungen des Subventionsgebers.

Weitere spezifische Kriterien wie Lohn, Alter (ausser Volljährigkeit), Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
Freiblick - Vermietungsbestimmungen,https://www.freiblick.ch/files/Vermietungsrichtlinien_01092020.pdf,Freiblick,Vermietungsbestimmungen,PDF,"Zwingend
- Die Wohnung muss für die Bewerber*innen tragbar sein: Bruttomiete < 30% des Nettoeinkommens.
- Die Belegungszahlen (minimale Zielbelegung und Mindestbelegung) müssen zum Zeitpunkt der Vermietung erfüllt sein. Die Anzahl Personen richtet sich nach der Zimmerzahl (Anzahl Personen = Anzahl Zimmer – 1 bei Neuvermietung; Anzahl Personen = Anzahl Zimmer – 2 als Mindestbelegung).
- Es dürfen nur Personen angerechnet werden, die die Wohnung dauernd und als festen Wohnsitz bewohnen.
- Erwerb von Anteilscheinen ist Voraussetzung für die Miete.

Bevorzugend
- Genossenschafter*innen werden bei der Vergabe bevorzugt, danach Angehörige in direkter Linie, dann externe Bewerber*innen.
- Es wird eine Durchmischung nach Lebensphase, Berufs- und Bildungshintergrund, Einkommen, Form des Zusammenlebens und Nationalität angestrebt.

Änderungen
- Änderungen, die dazu führen, dass die Belegungs- oder Nutzungsvorgaben nicht mehr erfüllt werden (z.B. Kinder ziehen aus), müssen der Genossenschaft innerhalb von drei Monaten gemeldet werden. Wird dies unterlassen, kann der Vorstand das Mitglied ausschliessen und die Geschäftsstelle das Mietverhältnis kündigen.
- Bei Unterbelegung wird ein Wohnungswechsel angestrebt. Wird ein Umzug in eine kleinere Wohnung nach zweimaligem Angebot innerhalb von zwei Jahren abgelehnt, kann der Vorstand das Mitglied ausschliessen und die Geschäftsstelle kündigen.
- Wird die Unterbelegung durch Einzug neuer Personen aufgehoben, wird die Frist unterbrochen. Bei erneuter Unterbelegung läuft die Frist weiter."
Denzlerstrasse | BDZ - Vermietungsbestimmungen,https://bdz.ch/wp-content/uploads/2022/10/Vermietungsreglement-BDZ-20221018.pdf,Denzlerstrasse | BDZ,Vermietungsbestimmungen,PDF,"Zwingend
- Einverständnis zur Einsicht in die Steuerdaten muss erteilt werden; bei Verweigerung (z.B. Datensperre) ist eine Vermietung ausgeschlossen.
- Die Bruttomiete darf ein Drittel des Gesamteinkommens des Haushalts nicht übersteigen (Richtwert).
- Kein selbst genutztes Wohneigentum (Ausnahmen möglich bei Erbgemeinschaften, Ferienwohnungen oder Wohneigentum ausserhalb des Einzugsbereichs).
- Mindestbelegung der Wohnung je nach Wohnungsgrösse (z.B. ab 71m² mindestens zwei Personen).
- Unterbelegung muss gemeldet werden; bei Nichtannahme von zwei angebotenen kleineren Wohnungen nach Unterbelegung kann gekündigt werden.
- Maximal drei Wohnungen pro Siedlung an Mitglieder derselben Familie (Clanbildung unerwünscht).
- Keine Wohngemeinschaften von mehr als zwei Genossenschafter:innen.
- Mitgliedschaftspflicht und Meldepflicht bei wesentlichen Änderungen (z.B. Zivilstand, Geburten, Todesfälle, Auszug der Kinder); Verstösse können zum Ausschluss führen.

Bevorzugend
- Bereits in der BDZ wohnende Genossenschafter:innen werden bei Wohnungswechsel bevorzugt.
- Angehörige ersten Grades (Eltern, Kinder) von Genossenschafter:innen werden bevorzugt, sofern sie sich bewerben.
- Fähigkeit, selbstständig den Haushalt führen zu können.
- Bezug zur Siedlung, Bereitschaft zur Integration und zum Engagement für die Genossenschaft und Nachbarschaft.
- Soziale und altersmässige Durchmischung der Bewohnerschaft wird angestrebt.
- Interne Umsiedlung im Hinblick auf Bauvorhaben oder aus gesundheitlichen, finanziellen oder sozialen Gründen.

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus) muss ein Umzug in eine kleinere Wohnung erfolgen; werden zwei Angebote abgelehnt, kann gekündigt werden.
- Bei Trennung von Solidarpartner:innen wird auf Unterbelegung hingewiesen und ein Wohnungswechsel angestrebt; individuelle Prüfung, aber nach zweimaliger Ablehnung kann gekündigt werden.
- Bei wesentlichen Änderungen der persönlichen Situation (z.B. mehr Einkommen, Auszug von Personen) besteht Meldepflicht; Verstösse können zum Ausschluss führen.
- Der Vorstand kann in begründeten Fällen Ausnahmen beschliessen."
BBZ - Vermietungsbestimmungen,https://www.bgbrunnenhof.ch/app/uploads/BBZ_Vermietungsreglement_Vorlage_neues_CD_BBZ_2020-1.pdf,BBZ,Vermietungsbestimmungen,PDF,"Zwingend
- Unterbelegung: Wohnungen dürfen bei Neuvermietung nicht unterbelegt sein (z.B. 4-Zimmer-Wohnung darf nicht nur von 2 Personen bewohnt werden). Bei Unterbelegung nach Einzug kann nach 3 Jahren eine Kündigung erfolgen, wenn zwei angemessene Umsiedlungsangebote abgelehnt werden.
- Ausländeranteil: Der Ausländeranteil in den Siedlungen darf den örtlichen Anteil nicht überschreiten. Gemischte Ehen (ein Partner mit Schweizer Bürgerrecht) zählen nicht zum Ausländeranteil.
- Teilnahme am genossenschaftlichen Leben und gegenseitige Toleranz werden erwartet.

Bevorzugend
- Familien werden als Neumieter*innen bevorzugt.
- Es wird Wert auf eine gute Durchmischung gelegt: Familien, Einzelpersonen, Paare; Alt/Jung; verschiedene soziale Schichten.
- Langjährige Mieter*innen dürfen auch bleiben, wenn keine Kinder mehr im Haushalt wohnen.
- Junge Ehepaare oder junge Konkubinatspaare werden als Familie definiert und bevorzugt.
- Interne Bewerber*innen mit Priorität A (z.B. dringende Situation) erhalten bevorzugt die nächste freie Wohnung.

Änderungen
- Bei Unterbelegung nach Auszug von Kindern oder anderen Veränderungen kann die Genossenschaft nach 3 Jahren zwei angemessene kleinere Wohnungen anbieten. Werden beide Angebote abgelehnt, kann gekündigt werden.
- Die VWK kann Ausnahmen bewilligen, z.B. bei Spezialfällen oder für eine befristete Zeit.
- Langjährige Mieter*innen dürfen auch ohne Kinder bleiben, es besteht also kein zwingender Auszug bei veränderter Familiensituation.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Anstellungsverhältnis werden im Reglement nicht explizit als zwingend oder bevorzugend genannt."
Baugenossenschaft Berufstätiger Frauen - Vermietungsbestimmungen,https://bgbf.ch/vermietung/bedingungen,Baugenossenschaft Berufstätiger Frauen,Vermietungsbestimmungen,Webseite,"Zwingend
- In der Regel werden nur alleinstehende, berufstätige oder sich in Ausbildung befindende Frauen aufgenommen.
- Die Mitgliedschaft setzt in der Regel voraus, dass eine Wohnung der Genossenschaft gemietet wird.
- Mitglieder müssen selbst in der gemieteten Wohnung wohnen und dort ihren zivilrechtlichen Wohnsitz haben.
- Mit Eigentümerinnen von Wohnliegenschaften in Zürich dürfen in der Regel keine Mietverträge abgeschlossen oder aufrechterhalten werden.

Bevorzugend
- Es werden in der Regel alleinstehende Frauen bevorzugt.
- Berufstätigkeit oder eine Ausbildung wird bevorzugt.

Änderungen
- Nichts gefunden."
BSH - Vermietungsbestimmungen,https://bsh-zuerich.ch/wp-content/uploads/2024/10/BSH_Vermietungsreglement-1.pdf,BSH,Vermietungsbestimmungen,PDF,"Zwingend
- Vorlage eines Betreibungsregisterauszugs vor der definitiven Aufnahme (bei Zuzug aus dem Ausland: einjährige Bewährungsfrist anstelle des Auszugs)
- Pflicht, Genossenschafter zu werden, wenn eine solidarische Haftung für eine unbefristete Mietwohnung eingegangen wird
- Einhaltung der Belegungsbestimmungen (Mindestanzahl an Personen pro Wohnungsgrösse)
- Keine Unterbelegung der Wohnung (siehe Belegungsbestimmungen)

Bevorzugend
- Familien und Menschen, die auf günstigen Wohnraum angewiesen sind, werden als wichtiger Teil der Mieterschaft genannt
- Interne Wohnungswechsel aufgrund von Unterbelegung werden prioritär behandelt
- Bewohner werden bei der Vergabe von Parkplätzen bevorzugt

Änderungen
- Bei Unterbelegung während des Mietverhältnisses: Meldepflicht, Unterbelegungszuschlag, Angebot einer Ersatzwohnung, bei Ablehnung von zwei Ersatzwohnungen droht Ausschluss und Kündigung
- Bei Unterbelegung infolge Todesfall, Scheidung oder Trennung: Karenzfrist von zwei Jahren, bevor Zuschläge und Massnahmen greifen
- Ausnahmen bei umfassenden Erneuerungen oder Ersatzneubauten sind möglich, Entscheidung durch den Vorstand

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht als zwingend oder bevorzugend genannt."
BAHOGE - Vermietungsbestimmungen,https://bahoge.ch/wp-content/uploads/2023/08/Briefpapier_Vermietungsreglement_03_nbr.pdf,BAHOGE,Vermietungsbestimmungen,PDF,"Zwingend
- Einhaltung der Mindest- und Maximalbelegung der Wohnung (Anzahl Personen im Verhältnis zur Wohnungsgrösse)
- Bereitschaft zur Mitarbeit in der Genossenschaft bzw. Engagement im Quartier
- Bei subventionierten Wohnungen: Einhaltung der Subventionsbestimmungen
- Referenzen vom Arbeitgeber oder letzten Vermieter sowie eine Betreibungsauskunft
- Verständigung in deutscher Sprache oder Bereitschaft, diese zu erlernen
- Informationspflicht bei dauerhaften Veränderungen der Wohnungsbelegung

Zwingende Ausschlusskriterien:
- Überbelegung der Wohnung (nach Fristsetzung und Nichtbehebung: Kündigung und Ausschluss)
- Unterbelegung der Wohnung (nach zwei Jahren und Ablehnung von Ersatzangeboten: Kündigung und Ausschluss)
- Bei Zwischenvermietung: Keine Aufnahme von neuen Genossenschaftern

Bevorzugend
- Interne Umsiedlungen (z.B. Wechsel wegen Subventionsbestimmungen, Familienzuwachs, Trennung)
- Mitglieder der Gewerkschaft Unia und weiterer Gewerkschaften
- Familien und Personen mit bescheidenem Einkommen
- Gute soziale Durchmischung
- Kinder von Genossenschaftern
- Alleinerziehende Elternteile
- Personen, die sich aktiv engagieren

Änderungen
- Bei Unterbelegung: Angebot einer zumutbaren Ersatzwohnung, nach zwei Jahren und Ablehnung von mindestens zwei Angeboten erfolgt Kündigung und Ausschluss (bei Rentnern Übergangsfrist drei Jahre, Härtefallregelung möglich)
- Bei Überbelegung: Frist zur Wiederherstellung, danach Kündigung und Ausschluss
- Änderungen bei Einkommen werden nur bei subventionierten Wohnungen relevant (Einhaltung der Subventionsbestimmungen)
- Keine expliziten Angaben zu anderen Änderungen wie Familienplanung oder Staatsbürgerschaft gefunden

Weitere Kriterien: nichts gefunden."
ASIG - Vermietungsbestimmungen,,ASIG,Vermietungsbestimmungen,PDF,
